JobID,JobName,CPUTime,CPUTimeRAW,Elapsed,TotalCPU,MaxRSS,State,ExitCode
47403446,batch,00:50:15,3015,00:50:15,06:44.230,0.75G,COMPLETED,0:0
47403447,batch,00:50:09,3009,00:50:09,06:46.173,0.77G,COMPLETED,0:0
47403448,batch,00:50:36,3036,00:50:36,06:51.970,0.73G,COMPLETED,0:0
47403449,batch,00:31:24,1884,00:31:24,02:59.358,0.74G,COMPLETED,0:0
47403450,batch,00:49:49,2989,00:49:49,06:45.911,0.79G,COMPLETED,0:0
47403451,batch,00:52:14,3134,00:52:14,06:43.936,0.75G,COMPLETED,0:0
47403452,batch,00:52:20,3140,00:52:20,06:44.908,0.74G,COMPLETED,0:0
47403453,batch,00:52:26,3146,00:52:26,06:45.314,0.76G,COMPLETED,0:0
47403454,batch,00:47:53,2873,00:47:53,06:41.868,0.76G,COMPLETED,0:0
47403455,batch,00:52:32,3152,00:52:32,06:42.706,0.75G,COMPLETED,0:0
47403456,batch,00:52:26,3146,00:52:26,06:44.103,0.76G,COMPLETED,0:0
47403457,batch,00:52:32,3152,00:52:32,06:44.418,0.74G,COMPLETED,0:0
47403458,batch,00:52:25,3145,00:52:25,06:42.726,0.72G,COMPLETED,0:0
47403459,batch,00:52:23,3143,00:52:23,06:44.623,0.76G,COMPLETED,0:0
47403460,batch,00:48:43,2923,00:48:43,06:39.032,0.78G,COMPLETED,0:0
47403461,batch,00:52:13,3133,00:52:13,06:47.790,0.76G,COMPLETED,0:0
47403462,batch,00:51:00,3060,00:51:00,06:44.311,0.75G,COMPLETED,0:0
47403463,batch,00:51:39,3099,00:51:39,06:46.484,0.78G,COMPLETED,0:0
47403464,batch,00:52:05,3125,00:52:05,06:54.769,0.78G,COMPLETED,0:0
47403465,batch,00:53:28,3208,00:53:28,06:45.120,0.73G,COMPLETED,0:0
47403466,batch,00:53:34,3214,00:53:34,06:43.016,0.74G,COMPLETED,0:0
47403467,batch,00:34:26,2066,00:34:26,06:39.938,0.78G,COMPLETED,0:0
47403468,batch,00:35:54,2154,00:35:54,06:43.032,0.76G,COMPLETED,0:0
47403469,batch,00:37:45,2265,00:37:45,06:41.789,0.76G,COMPLETED,0:0
47403470,batch,00:38:24,2304,00:38:24,06:40.075,0.75G,COMPLETED,0:0
47403471,batch,00:40:03,2403,00:40:03,06:42.966,0.76G,COMPLETED,0:0
47403472,batch,00:39:16,2356,00:39:16,06:43.441,0.76G,COMPLETED,0:0
47403473,batch,00:39:54,2394,00:39:54,06:44.243,0.75G,COMPLETED,0:0
47403474,batch,00:40:16,2416,00:40:16,06:44.241,0.74G,COMPLETED,0:0
47403475,batch,00:38:36,2316,00:38:36,06:39.159,0.77G,COMPLETED,0:0
47403476,batch,00:38:45,2325,00:38:45,06:36.579,0.78G,COMPLETED,0:0
47403477,batch,00:40:38,2438,00:40:38,06:42.021,0.76G,COMPLETED,0:0
47403478,batch,00:40:16,2416,00:40:16,06:38.266,0.73G,COMPLETED,0:0
47403479,batch,00:40:17,2417,00:40:17,06:42.526,0.78G,COMPLETED,0:0
47403480,batch,00:41:05,2465,00:41:05,06:44.621,0.76G,COMPLETED,0:0
47403481,batch,00:40:51,2451,00:40:51,06:41.713,0.75G,COMPLETED,0:0
47403482,batch,00:41:14,2474,00:41:14,06:39.730,0.78G,COMPLETED,0:0
47403483,batch,00:43:24,2604,00:43:24,06:51.299,0.76G,COMPLETED,0:0
47403484,batch,00:43:21,2601,00:43:21,06:49.390,0.76G,COMPLETED,0:0
47403485,batch,00:43:50,2630,00:43:50,06:45.746,0.74G,COMPLETED,0:0
47403486,batch,00:37:43,2263,00:37:43,06:45.834,0.75G,COMPLETED,0:0
47403487,batch,00:43:42,2622,00:43:42,06:45.411,0.77G,COMPLETED,0:0
47403488,batch,00:43:54,2634,00:43:54,06:44.257,0.76G,COMPLETED,0:0
47403489,batch,00:43:30,2610,00:43:30,06:44.888,0.77G,COMPLETED,0:0
47403490,batch,00:43:38,2618,00:43:38,06:44.230,0.73G,COMPLETED,0:0
47403491,batch,00:43:24,2604,00:43:24,06:45.074,0.76G,COMPLETED,0:0
47403492,batch,00:38:08,2288,00:38:08,06:39.089,0.76G,COMPLETED,0:0
47403493,batch,00:40:07,2407,00:40:07,06:42.884,0.76G,COMPLETED,0:0
47403494,batch,00:42:05,2525,00:42:05,06:45.318,0.77G,COMPLETED,0:0
47403495,batch,00:42:48,2568,00:42:48,06:45.665,0.74G,COMPLETED,0:0
47403496,batch,00:38:12,2292,00:38:12,06:48.120,0.75G,COMPLETED,0:0
47403497,batch,00:43:07,2587,00:43:07,06:49.908,0.78G,COMPLETED,0:0
47403498,batch,00:42:52,2572,00:42:52,06:47.873,0.77G,COMPLETED,0:0
